image,id,choices,annotator,annotation_id
/data/upload/85b16676-d2db-11eb-92c6-8c85909d90f2_sMPsbPk.jpg,588,BrokenWires,test@gmail.com,1636
/data/upload/81e5e652-d2db-11eb-92c6-8c85909d90f2_VZjCUJv.jpg,441,Glue,test@gmail.com,1489
/data/upload/7ebadd70-d2db-11eb-92c6-8c85909d90f2_d6Nq95K.jpg,244,OneThirdsWires,test@gmail.com,1291
/data/upload/7d900cae-d2db-11eb-92c6-8c85909d90f2_ysWLJfj.jpg,103,FooBar,test@gmail.com,1150
/data/upload/7d5b62ec-d2db-11eb-92c6-8c85909d90f2_cecUfzK.jpg,66,Glue,test@gmail.com,1113
/data/upload/7c9e5242-d2db-11eb-92c6-8c85909d90f2_eGXV6JE.jpg,6,NoWires,test@gmail.com,1053
/data/upload/802ce0cc-d2db-11eb-92c6-8c85909d90f2_WjQKvYo.jpg,628,NoWires,test@gmail.com,1676
/data/upload/802ac562-d2db-11eb-92c6-8c85909d90f2_29evzi3.jpg,627,Glue,test@gmail.com,1675
/data/upload/801e8eb4-d2db-11eb-92c6-8c85909d90f2_1Sxe2MS.jpg,626,Glue,test@gmail.com,1674
/data/upload/801c3c54-d2db-11eb-92c6-8c85909d90f2_oWeHdzp.jpg,625,Glue,test@gmail.com,1673
/data/upload/800e40f4-d2db-11eb-92c6-8c85909d90f2_7rSRoGT.jpg,624,Glue,test@gmail.com,1672
/data/upload/800ba6a0-d2db-11eb-92c6-8c85909d90f2_hthgqA3.jpg,623,Glue,test@gmail.com,1671
/data/upload/85feb110-d2db-11eb-92c6-8c85909d90f2_jGU7Kyb.jpg,622,BrokenWires,test@gmail.com,1670
/data/upload/85fc8552-d2db-11eb-92c6-8c85909d90f2_qNhV4yT.jpg,621,BrokenWires,test@gmail.com,1669
/data/upload/85fa5052-d2db-11eb-92c6-8c85909d90f2_kzkfy5X.jpg,620,TwoThirdsWires,test@gmail.com,1668
/data/upload/85f81440-d2db-11eb-92c6-8c85909d90f2_jfWtDSc.jpg,619,BrokenWires,test@gmail.com,1667
/data/upload/85f5fcdc-d2db-11eb-92c6-8c85909d90f2_TIF8Hnk.jpg,618,BrokenWires,test@gmail.com,1666
/data/upload/85f3f72a-d2db-11eb-92c6-8c85909d90f2_dURV3nM.jpg,617,AllWires,test@gmail.com,1665
/data/upload/85f1e052-d2db-11eb-92c6-8c85909d90f2_2P0ZZHi.jpg,616,OneThirdsWires,test@gmail.com,1664
/data/upload/85efc092-d2db-11eb-92c6-8c85909d90f2_a4Lcm8v.jpg,615,OneThirdsWires,test@gmail.com,1663
/data/upload/85edb77a-d2db-11eb-92c6-8c85909d90f2_BBWjjT8.jpg,614,AllWires,test@gmail.com,1662
/data/upload/85ebae6c-d2db-11eb-92c6-8c85909d90f2_lz6Nkbu.jpg,613,AllWires,test@gmail.com,1661
/data/upload/85e15dea-d2db-11eb-92c6-8c85909d90f2_qfHwW4T.jpg,612,BrokenWires,test@gmail.com,1660
/data/upload/85e9bd8c-d2db-11eb-92c6-8c85909d90f2_gr9EMvO.jpg,611,AllWires,test@gmail.com,1659
/data/upload/85e7ac68-d2db-11eb-92c6-8c85909d90f2_GzYEJsx.jpg,610,OneThirdsWires,test@gmail.com,1658
/data/upload/85e5b084-d2db-11eb-92c6-8c85909d90f2_OGEjwk5.jpg,609,BrokenWires,test@gmail.com,1657
/data/upload/85e3a79e-d2db-11eb-92c6-8c85909d90f2_dyM1qhu.jpg,608,BrokenWires,test@gmail.com,1656
/data/upload/85def2bc-d2db-11eb-92c6-8c85909d90f2_214fd6m.jpg,607,AllWires,test@gmail.com,1655
/data/upload/85dcf296-d2db-11eb-92c6-8c85909d90f2_hoacwRj.jpg,606,AllWires,test@gmail.com,1654
/data/upload/85dace9e-d2db-11eb-92c6-8c85909d90f2_R2KawZM.jpg,605,BrokenWires,test@gmail.com,1653
/data/upload/85d8b780-d2db-11eb-92c6-8c85909d90f2_r0SXwKg.jpg,604,AllWires,test@gmail.com,1652
/data/upload/85d6aa58-d2db-11eb-92c6-8c85909d90f2_EyFH4wC.jpg,603,BrokenWires,test@gmail.com,1651
/data/upload/85d4adac-d2db-11eb-92c6-8c85909d90f2_8ncjbKg.jpg,602,BrokenWires,test@gmail.com,1650
/data/upload/85d2a70a-d2db-11eb-92c6-8c85909d90f2_l5GY5Bb.jpg,601,AllWires,test@gmail.com,1649
/data/upload/85d0abb2-d2db-11eb-92c6-8c85909d90f2_phIKHIX.jpg,600,TwoThirdsWires,test@gmail.com,1648
/data/upload/85ce8a62-d2db-11eb-92c6-8c85909d90f2_seOimYu.jpg,599,AllWires,test@gmail.com,1647
/data/upload/85cc2664-d2db-11eb-92c6-8c85909d90f2_kYehGWg.jpg,598,BrokenWires,test@gmail.com,1646
/data/upload/85c9f010-d2db-11eb-92c6-8c85909d90f2_gUXvwJ3.jpg,597,BrokenWires,test@gmail.com,1645
/data/upload/85c7e8d8-d2db-11eb-92c6-8c85909d90f2_s540xOt.jpg,596,TwoThirdsWires,test@gmail.com,1644
/data/upload/85c5e1dc-d2db-11eb-92c6-8c85909d90f2_hoKjPk1.jpg,595,AllWires,test@gmail.com,1643
/data/upload/85c3e558-d2db-11eb-92c6-8c85909d90f2_NdcuntB.jpg,594,AllWires,test@gmail.com,1642
/data/upload/85c1e4b0-d2db-11eb-92c6-8c85909d90f2_InLMkge.jpg,593,TwoThirdsWires,test@gmail.com,1641
/data/upload/85bfdda0-d2db-11eb-92c6-8c85909d90f2_NsmCFvg.jpg,592,OneThirdsWires,test@gmail.com,1640
/data/upload/85bdd758-d2db-11eb-92c6-8c85909d90f2_TcpLG1Z.jpg,591,BrokenWires,test@gmail.com,1639
/data/upload/85bbdf48-d2db-11eb-92c6-8c85909d90f2_3URRfD4.jpg,590,BrokenWires,test@gmail.com,1638
/data/upload/85b37600-d2db-11eb-92c6-8c85909d90f2_nidCBUg.jpg,589,AllWires,test@gmail.com,1637
/data/upload/85b793f2-d2db-11eb-92c6-8c85909d90f2_868Zp8X.jpg,587,Glue,test@gmail.com,1635
/data/upload/85b56fe6-d2db-11eb-92c6-8c85909d90f2_aSjkwCP.jpg,586,TwoThirdsWires,test@gmail.com,1634
/data/upload/85b9ae1c-d2db-11eb-92c6-8c85909d90f2_tL93wYg.jpg,585,TwoThirdsWires,test@gmail.com,1633
/data/upload/85af5fa2-d2db-11eb-92c6-8c85909d90f2_q5srovH.jpg,584,TwoThirdsWires,test@gmail.com,1632
/data/upload/85ad6346-d2db-11eb-92c6-8c85909d90f2_efwvnqU.jpg,583,NoWires,test@gmail.com,1631
/data/upload/85ab7658-d2db-11eb-92c6-8c85909d90f2_f3HRzGK.jpg,582,BrokenWires,test@gmail.com,1630
/data/upload/85a96106-d2db-11eb-92c6-8c85909d90f2_w2e3Pz5.jpg,581,TwoThirdsWires,test@gmail.com,1629
/data/upload/85a74f2e-d2db-11eb-92c6-8c85909d90f2_l5xUhwq.jpg,580,BrokenWires,test@gmail.com,1628
/data/upload/85a54b66-d2db-11eb-92c6-8c85909d90f2_WW4enN2.jpg,579,BrokenWires,test@gmail.com,1627
/data/upload/85a052a0-d2db-11eb-92c6-8c85909d90f2_xplhazn.jpg,578,BrokenWires,test@gmail.com,1626
/data/upload/85a2fc9e-d2db-11eb-92c6-8c85909d90f2_tKpP4Vn.jpg,577,AllWires,test@gmail.com,1625
/data/upload/84fe43b6-d2db-11eb-92c6-8c85909d90f2_k80CuCs.jpg,576,NoWires,test@gmail.com,1624
/data/upload/84fbde82-d2db-11eb-92c6-8c85909d90f2_dE5T1eI.jpg,575,NoWires,test@gmail.com,1623
/data/upload/84f989ac-d2db-11eb-92c6-8c85909d90f2_j3SJb4X.jpg,574,NoWires,test@gmail.com,1622
/data/upload/84f75df8-d2db-11eb-92c6-8c85909d90f2_CK2zmbJ.jpg,573,NoWires,test@gmail.com,1621
/data/upload/84f4e9ce-d2db-11eb-92c6-8c85909d90f2_oTGxpKD.jpg,572,NoWires,test@gmail.com,1620
/data/upload/84f02db2-d2db-11eb-92c6-8c85909d90f2_BepWcBd.jpg,571,NoWires,test@gmail.com,1619
/data/upload/84f2a4d4-d2db-11eb-92c6-8c85909d90f2_u2mBczv.jpg,570,NoWires,test@gmail.com,1618
/data/upload/84edeee4-d2db-11eb-92c6-8c85909d90f2_QiWgMPP.jpg,569,NoWires,test@gmail.com,1617
/data/upload/84ebab66-d2db-11eb-92c6-8c85909d90f2_P6J38qt.jpg,568,NoWires,test@gmail.com,1616
/data/upload/84e1413a-d2db-11eb-92c6-8c85909d90f2_4CGMVph.jpg,567,NoWires,test@gmail.com,1615
/data/upload/84e36d02-d2db-11eb-92c6-8c85909d90f2_dpfsLlm.jpg,566,NoWires,test@gmail.com,1614
/data/upload/84e8f100-d2db-11eb-92c6-8c85909d90f2_jKv8VR4.jpg,565,NoWires,test@gmail.com,1613
/data/upload/84e5bc7e-d2db-11eb-92c6-8c85909d90f2_D0olD9G.jpg,564,NoWires,test@gmail.com,1612
/data/upload/84df1cde-d2db-11eb-92c6-8c85909d90f2_D9eSJdY.jpg,563,NoWires,test@gmail.com,1611
/data/upload/84dce856-d2db-11eb-92c6-8c85909d90f2_CSxFG8O.jpg,562,NoWires,test@gmail.com,1610
/data/upload/84da97fe-d2db-11eb-92c6-8c85909d90f2_rr3Pvct.jpg,561,NoWires,test@gmail.com,1609
/data/upload/84d70580-d2db-11eb-92c6-8c85909d90f2_WVzBRba.jpg,560,NoWires,test@gmail.com,1608
/data/upload/84d2968a-d2db-11eb-92c6-8c85909d90f2_QxOzfMB.jpg,559,NoWires,test@gmail.com,1607
/data/upload/84d061c6-d2db-11eb-92c6-8c85909d90f2_GHGwI4w.jpg,558,NoWires,test@gmail.com,1606
/data/upload/84d4edb8-d2db-11eb-92c6-8c85909d90f2_0Y7uWzI.jpg,557,NoWires,test@gmail.com,1605
/data/upload/84ce3f18-d2db-11eb-92c6-8c85909d90f2_MtuuG6y.jpg,556,NoWires,test@gmail.com,1604
/data/upload/84cc0f68-d2db-11eb-92c6-8c85909d90f2_LWfBUTL.jpg,555,NoWires,test@gmail.com,1603
/data/upload/84c1286e-d2db-11eb-92c6-8c85909d90f2_I63oybi.jpg,554,NoWires,test@gmail.com,1602
/data/upload/84c581d4-d2db-11eb-92c6-8c85909d90f2_MDuLeIc.jpg,553,NoWires,test@gmail.com,1601
/data/upload/84c34b58-d2db-11eb-92c6-8c85909d90f2_dTSSLoh.jpg,552,NoWires,test@gmail.com,1600
/data/upload/84c9d55e-d2db-11eb-92c6-8c85909d90f2_ZlzKlWE.jpg,551,NoWires,test@gmail.com,1599
/data/upload/84c7aa18-d2db-11eb-92c6-8c85909d90f2_fE8YKVz.jpg,550,NoWires,test@gmail.com,1598
/data/upload/84befe68-d2db-11eb-92c6-8c85909d90f2_aNrlGAs.jpg,549,NoWires,test@gmail.com,1597
/data/upload/84bcd87c-d2db-11eb-92c6-8c85909d90f2_FWPNNyr.jpg,548,NoWires,test@gmail.com,1596
/data/upload/84baddc4-d2db-11eb-92c6-8c85909d90f2_ns905T9.jpg,547,NoWires,test@gmail.com,1595
/data/upload/84b18760-d2db-11eb-92c6-8c85909d90f2_TX4RopC.jpg,546,NoWires,test@gmail.com,1594
/data/upload/84b43e24-d2db-11eb-92c6-8c85909d90f2_oydiMMH.jpg,545,NoWires,test@gmail.com,1593
/data/upload/84b8c75a-d2db-11eb-92c6-8c85909d90f2_76vu6Ek.jpg,544,NoWires,test@gmail.com,1592
/data/upload/84b6b460-d2db-11eb-92c6-8c85909d90f2_CgVBUIo.jpg,543,Glue,test@gmail.com,1591
/data/upload/84af7740-d2db-11eb-92c6-8c85909d90f2_iznwiHX.jpg,542,NoWires,test@gmail.com,1590
/data/upload/84acfe0c-d2db-11eb-92c6-8c85909d90f2_sf2UeSA.jpg,541,NoWires,test@gmail.com,1589
/data/upload/84aaa6ac-d2db-11eb-92c6-8c85909d90f2_15etvF2.jpg,540,NoWires,test@gmail.com,1588
/data/upload/84a81158-d2db-11eb-92c6-8c85909d90f2_cuSNMUZ.jpg,539,NoWires,test@gmail.com,1587
/data/upload/84a1889c-d2db-11eb-92c6-8c85909d90f2_Ou5Y1nP.jpg,538,NoWires,test@gmail.com,1586
/data/upload/84a39c0e-d2db-11eb-92c6-8c85909d90f2_7veg9b1.jpg,537,NoWires,test@gmail.com,1585
/data/upload/84a5d1a4-d2db-11eb-92c6-8c85909d90f2_6WA0TzV.jpg,536,NoWires,test@gmail.com,1584
/data/upload/83ff8a10-d2db-11eb-92c6-8c85909d90f2_f53lAll.jpg,535,NoWires,test@gmail.com,1583
/data/upload/83fd644c-d2db-11eb-92c6-8c85909d90f2_yI3cIwH.jpg,534,NoWires,test@gmail.com,1582
